"2-к. квартира, 61 м², 12/14 эт.",5350000,р-н Центральный,61,87705,2,панельный,14,12, 4 кв. 2023 года
"1-к. квартира, 47 м², 3/14 эт.",4550000,р-н Центральный,47,96809,1,панельный,14,3, 2 кв. 2022 года
"3-к. квартира, 63,8 м², 11/14 эт.",5550000,р-н Центральный,63.8,86991,3,кирпичный,14,11, 4 кв. 2023 года
"2-к. квартира, 57,7 м², 9/14 эт.",4780000,р-н Центральный,57.7,82842,2,монолитно-кирпичный,14,9, 4 кв. 2023 года
"1-к. квартира, 38,9 м², 19/22 эт.",3680000,р-н Центральный,38.9,94602,1,монолитно-кирпичный,22,19, 2 кв. 2022 года
"2-к. квартира, 58,1 м², 15/22 эт.",4950000,р-н Центральный,58.1,85198,2,монолитный,22,15, 2 кв. 2022 года
"2-к. квартира, 59,2 м², 16/22 эт.",4900000,р-н Центральный,59.2,82770,2,монолитный,22,16, 2 кв. 2022 года
"2-к. квартира, 59,2 м², 22/23 эт.",4990000,р-н Центральный,59.2,84291,2,монолитный,23,22, 2 кв. 2022 года
"2-к. квартира, 63 м², 9/22 эт.",4770000,р-н Центральный,63,75714,2,монолитный,22,9, 4 кв. 2023 года
"2-к. квартира, 59,2 м², 20/22 эт.",5490000,р-н Центральный,59.2,92736,2,кирпичный,22,20, 2 кв. 2022 года
"2-к. квартира, 44 м², 20/22 эт.",4050000,р-н Центральный,44,92045,2,кирпичный,22,20, 2 кв. 2022 года
"2-к. квартира, 64,4 м², 4/9 эт.",4990000,р-н Привокзальный,64.4,77484,2,монолитный,9,4, 3 кв. 2023 года
"1-к. квартира, 36 м², 7/9 эт.",2800000,р-н Привокзальный,36,77778,1,монолитный,9,7, 3 кв. 2023 года
"2-к. квартира, 64,4 м², 6/9 эт.",4900000,р-н Привокзальный,64.4,76087,2,монолитно-кирпичный,9,6, 3 кв. 2023 года
"2-к. квартира, 41,5 м², 1/9 эт.",3409000,р-н Привокзальный,41.5,82145,2,монолитно-кирпичный,9,1, 3 кв. 2023 года
"2-к. квартира, 59,1 м², 6/9 эт.",4590000,р-н Привокзальный,59.1,77665,2,монолитный,9,6, 3 кв. 2023 года
"2-к. квартира, 47,2 м², 9/9 эт.",3800000,р-н Привокзальный,47.2,80508,2,монолитный,9,9, 3 кв. 2023 года
"1-к. квартира, 36 м², 1/5 эт.",3050000,р-н Привокзальный,36,84722,1,монолитный,5,1, 4 кв. 2022 года
